index,tsi_pert_0,HMI_img,timestamp
77,-0.1200033334796592,hmi.Ic_720s.20110212_173600_TAI.1.continuum.npy,1297532160.000005
78,-0.2586533334796433,hmi.Ic_720s.20110213_053600_TAI.1.continuum.npy,1297575360.000005
79,-0.3707266667528898,hmi.Ic_720s.20110213_173600_TAI.1.continuum.npy,1297618560.000005
80,-0.4524266667529587,hmi.Ic_720s.20110214_053600_TAI.1.continuum.npy,1297661760.000005
81,-0.4949966666644785,hmi.Ic_720s.20110214_173600_TAI.1.continuum.npy,1297704960.000005
82,-0.4928466666644497,hmi.Ic_720s.20110215_053600_TAI.1.continuum.npy,1297748160.000005
83,-0.4876866666576259,hmi.Ic_720s.20110215_173600_TAI.1.continuum.npy,1297791360.000005
84,-0.4790866666576246,hmi.Ic_720s.20110216_053600_TAI.1.continuum.npy,1297834560.000005
85,-0.4630899999742268,hmi.Ic_720s.20110216_173600_TAI.1.continuum.npy,1297877760.000005
86,-0.4386399999742252,hmi.Ic_720s.20110217_053600_TAI.1.continuum.npy,1297920960.000005
87,-0.42158666665762,hmi.Ic_720s.20110217_173600_TAI.1.continuum.npy,1297964160.000005
88,-0.4129866666576188,hmi.Ic_720s.20110218_053600_TAI.1.continuum.npy,1298007360.000005
89,-0.4084000000000287,hmi.Ic_720s.20110218_173600_TAI.1.continuum.npy,1298050560.000005
90,-0.4084000000000287,hmi.Ic_720s.20110219_053600_TAI.1.continuum.npy,1298093760.000005
91,-0.4066499999960855,hmi.Ic_720s.20110219_173600_TAI.1.continuum.npy,1298136960.000005
92,-0.4028999999961173,hmi.Ic_720s.20110220_053600_TAI.1.continuum.npy,1298180160.000005
93,-0.3813233332891277,hmi.Ic_720s.20110220_173600_TAI.1.continuum.npy,1298223360.000005
94,-0.3393733332890851,hmi.Ic_720s.20110221_053600_TAI.1.continuum.npy,1298266560.000005
95,-0.2915433332757868,hmi.Ic_720s.20110221_173600_TAI.1.continuum.npy,1298309760.000005
96,-0.2369933332758375,hmi.Ic_720s.20110222_053600_TAI.1.continuum.npy,1298352960.000005
97,-0.1930166666346678,hmi.Ic_720s.20110222_193600_TAI.1.continuum.npy,1298403360.000019
98,-0.169516666634655,hmi.Ic_720s.20110223_073600_TAI.1.continuum.npy,1298446560.000019
99,-0.1761000000328664,hmi.Ic_720s.20110223_193600_TAI.1.continuum.npy,1298489760.000019
100,-0.2001000000328673,hmi.Ic_720s.20110224_073600_TAI.1.continuum.npy,1298532960.000019
101,-0.2132700000094931,hmi.Ic_720s.20110224_193600_TAI.1.continuum.npy,1298576160.000019
102,-0.2201700000094664,hmi.Ic_720s.20110225_073600_TAI.1.continuum.npy,1298619360.000019
103,-0.1978099999463339,hmi.Ic_720s.20110225_193600_TAI.1.continuum.npy,1298662560.000019
104,-0.1585099999463083,hmi.Ic_720s.20110226_073600_TAI.1.continuum.npy,1298705760.000019
105,-0.1245299999577891,hmi.Ic_720s.20110226_193600_TAI.1.continuum.npy,1298748960.000019
106,-0.093629999957815,hmi.Ic_720s.20110227_073600_TAI.1.continuum.npy,1298792160.000019
107,-0.0884433333465849,hmi.Ic_720s.20110227_193600_TAI.1.continuum.npy,1298835360.000019
108,-0.0981433333465374,hmi.Ic_720s.20110228_073600_TAI.1.continuum.npy,1298878560.000019
109,-0.1665850001398625,hmi.Ic_720s.20110228_193600_TAI.1.continuum.npy,1298921760.000019
110,-0.2690350001398386,hmi.Ic_720s.20110301_073600_TAI.1.continuum.npy,1298964960.000019
111,-0.3300966667172384,hmi.Ic_720s.20110301_193600_TAI.1.continuum.npy,1299008160.000019
112,-0.3671966667172479,hmi.Ic_720s.20110302_073600_TAI.1.continuum.npy,1299051360.000019
113,-0.3733583333171878,hmi.Ic_720s.20110302_193600_TAI.1.continuum.npy,1299094560.000019
114,-0.3616083333171814,hmi.Ic_720s.20110303_073600_TAI.1.continuum.npy,1299137760.000019
115,-0.3737983333688463,hmi.Ic_720s.20110303_193600_TAI.1.continuum.npy,1299180960.000019
116,-0.3998483333689011,hmi.Ic_720s.20110304_073600_TAI.1.continuum.npy,1299224160.000019
117,-0.4489416667403457,hmi.Ic_720s.20110304_220000_TAI.1.continuum.npy,1299276000.000027
118,-0.4963916667403719,hmi.Ic_720s.20110305_100000_TAI.1.continuum.npy,1299319200.000027
119,-0.4683833332665064,hmi.Ic_720s.20110305_220000_TAI.1.continuum.npy,1299362400.000027
120,-0.4252833332665252,hmi.Ic_720s.20110306_100000_TAI.1.continuum.npy,1299405600.000027
121,-0.3770999999236918,hmi.Ic_720s.20110306_220000_TAI.1.continuum.npy,1299448800.000027
122,-0.3278999999236501,hmi.Ic_720s.20110307_100000_TAI.1.continuum.npy,1299492000.000027
123,-0.3802000001126732,hmi.Ic_720s.20110307_220000_TAI.1.continuum.npy,1299535200.000027
124,-0.452800000112639,hmi.Ic_720s.20110308_100000_TAI.1.continuum.npy,1299578400.000027
125,-0.5241083334435722,hmi.Ic_720s.20110308_220000_TAI.1.continuum.npy,1299621600.000027
126,-0.595158333443586,hmi.Ic_720s.20110309_100000_TAI.1.continuum.npy,1299664800.000027
127,-0.6425416667328229,hmi.Ic_720s.20110309_220000_TAI.1.continuum.npy,1299708000.000027
128,-0.6851916667328034,hmi.Ic_720s.20110310_100000_TAI.1.continuum.npy,1299751200.000027
129,-0.6497583332540934,hmi.Ic_720s.20110310_220000_TAI.1.continuum.npy,1299794400.000027
130,-0.5961558332636879,hmi.Ic_720s.20110311_103600_TAI.1.continuum.npy,1299839760.000019
131,-0.4670191664762722,hmi.Ic_720s.20110311_223600_TAI.1.continuum.npy,1299882960.000019
132,-0.3136241665282095,hmi.Ic_720s.20110312_114800_TAI.1.continuum.npy,1299930480.000003
133,-0.1680774998553383,hmi.Ic_720s.20110312_234800_TAI.1.continuum.npy,1299973680.000003
134,-0.01320833320681,hmi.Ic_720s.20110313_130000_TAI.1.continuum.npy,1300021200.000027
135,0.0682916667931954,hmi.Ic_720s.20110314_010000_TAI.1.continuum.npy,1300064400.000027
136,0.1480200000280709,hmi.Ic_720s.20110314_142400_TAI.1.continuum.npy,1300112640.000008
137,0.1731200000280231,hmi.Ic_720s.20110315_022400_TAI.1.continuum.npy,1300155840.000008
138,0.1875791666544843,hmi.Ic_720s.20110315_154800_TAI.1.continuum.npy,1300204079.999989
139,0.1698291666545061,hmi.Ic_720s.20110316_034800_TAI.1.continuum.npy,1300247279.999989
140,0.1375066666116656,hmi.Ic_720s.20110316_171200_TAI.1.continuum.npy,1300295520.000011
141,0.0909066666116534,hmi.Ic_720s.20110317_051200_TAI.1.continuum.npy,1300338720.000011
142,0.0343874999591537,hmi.Ic_720s.20110317_183600_TAI.1.continuum.npy,1300386959.999992
143,-0.0285750000612568,hmi.Ic_720s.20110318_082400_TAI.1.continuum.npy,1300436640.000008
144,-0.0812275000533781,hmi.Ic_720s.20110318_203600_TAI.1.continuum.npy,1300480560.000005
145,-0.1393600000721291,hmi.Ic_720s.20110319_102400_TAI.1.continuum.npy,1300530240.000021
146,-0.153856666679404,hmi.Ic_720s.20110319_222400_TAI.1.continuum.npy,1300573440.000021
147,-0.1649716667173308,hmi.Ic_720s.20110320_121200_TAI.1.continuum.npy,1300623119.999997
148,-0.2232716667173619,hmi.Ic_720s.20110321_001200_TAI.1.continuum.npy,1300666319.999997
149,-0.2932166667607149,hmi.Ic_720s.20110321_140000_TAI.1.continuum.npy,1300716000.000013
150,-0.3689166667606983,hmi.Ic_720s.20110322_020000_TAI.1.continuum.npy,1300759200.000013
151,-0.3794333330885747,hmi.Ic_720s.20110322_160000_TAI.1.continuum.npy,1300809600.000027
152,-0.2217333330885976,hmi.Ic_720s.20110323_040000_TAI.1.continuum.npy,1300852800.000027
153,-0.1107999999892368,hmi.Ic_720s.20110323_180000_TAI.1.continuum.npy,1300903200.0
154,-0.0959133333239541,hmi.Ic_720s.20110324_092400_TAI.1.continuum.npy,1300958639.999995
155,-0.1001366666735832,hmi.Ic_720s.20110324_212400_TAI.1.continuum.npy,1301001839.999995
156,-0.1101700000095879,hmi.Ic_720s.20110325_112400_TAI.1.continuum.npy,1301052240.000008
157,-0.1042349999924665,hmi.Ic_720s.20110325_232400_TAI.1.continuum.npy,1301095440.000008
158,-0.0955899999802292,hmi.Ic_720s.20110326_132400_TAI.1.continuum.npy,1301145840.000021
159,-0.0817899999802827,hmi.Ic_720s.20110327_012400_TAI.1.continuum.npy,1301189040.000021
160,-0.0570624999643109,hmi.Ic_720s.20110327_152400_TAI.1.continuum.npy,1301239439.999995
161,-0.0128124999642773,hmi.Ic_720s.20110328_032400_TAI.1.continuum.npy,1301282639.999995
162,0.0427933333874028,hmi.Ic_720s.20110328_173600_TAI.1.continuum.npy,1301333760.000005
163,0.0939933333873971,hmi.Ic_720s.20110329_053600_TAI.1.continuum.npy,1301376960.000005
164,0.1438783333820688,hmi.Ic_720s.20110329_193600_TAI.1.continuum.npy,1301427360.000019
165,0.1848758333621851,hmi.Ic_720s.20110330_092400_TAI.1.continuum.npy,1301477039.999995
166,0.2558150000652042,hmi.Ic_720s.20110330_212400_TAI.1.continuum.npy,1301520239.999995
167,0.3459300001052647,hmi.Ic_720s.20110331_104800_TAI.1.continuum.npy,1301568480.000016
168,0.4097333333690157,hmi.Ic_720s.20110401_004800_TAI.1.continuum.npy,1301618879.999989
169,0.4685100000643776,hmi.Ic_720s.20110401_141200_TAI.1.continuum.npy,1301667120.000011
170,0.5231100000644281,hmi.Ic_720s.20110402_021200_TAI.1.continuum.npy,1301710320.000011
171,0.5621749999843214,hmi.Ic_720s.20110402_152400_TAI.1.continuum.npy,1301757839.999995
172,0.5426749999843278,hmi.Ic_720s.20110403_032400_TAI.1.continuum.npy,1301801039.999995
173,0.5115441666178557,hmi.Ic_720s.20110403_152400_TAI.1.continuum.npy,1301844239.999995
174,0.450994166617821,hmi.Ic_720s.20110404_032400_TAI.1.continuum.npy,1301887439.999995
175,0.4098100000062907,hmi.Ic_720s.20110404_152400_TAI.1.continuum.npy,1301930639.999995
176,0.4176100000062654,hmi.Ic_720s.20110405_032400_TAI.1.continuum.npy,1301973839.999995
177,0.4231433333331377,hmi.Ic_720s.20110405_152400_TAI.1.continuum.npy,1302017039.999995
178,0.4229433333331879,hmi.Ic_720s.20110406_032400_TAI.1.continuum.npy,1302060239.999995
179,0.4149133333203994,hmi.Ic_720s.20110406_222400_TAI.1.continuum.npy,1302128640.000021
180,0.40581333332041,hmi.Ic_720s.20110407_102400_TAI.1.continuum.npy,1302171840.000021
181,0.3979266666557441,hmi.Ic_720s.20110407_222400_TAI.1.continuum.npy,1302215040.000021
182,0.3902266666557443,hmi.Ic_720s.20110408_102400_TAI.1.continuum.npy,1302258240.000021
183,0.4041500000246983,hmi.Ic_720s.20110408_222400_TAI.1.continuum.npy,1302301440.000021
184,0.4214000000246883,hmi.Ic_720s.20110409_102400_TAI.1.continuum.npy,1302344640.000021
185,0.3791966665933299,hmi.Ic_720s.20110409_222400_TAI.1.continuum.npy,1302387840.000021
186,0.3278466665932595,hmi.Ic_720s.20110410_102400_TAI.1.continuum.npy,1302431040.000021
187,0.261503333235269,hmi.Ic_720s.20110410_222400_TAI.1.continuum.npy,1302474240.000021
188,0.1928533332353348,hmi.Ic_720s.20110411_102400_TAI.1.continuum.npy,1302517440.000021
189,0.1317433332477053,hmi.Ic_720s.20110411_222400_TAI.1.continuum.npy,1302560640.000021
190,0.0717933332476336,hmi.Ic_720s.20110412_102400_TAI.1.continuum.npy,1302603840.000021
191,0.0431299999659076,hmi.Ic_720s.20110412_222400_TAI.1.continuum.npy,1302647040.000021
192,0.0192799999659828,hmi.Ic_720s.20110413_102400_TAI.1.continuum.npy,1302690240.000021
193,-0.0516016667233224,hmi.Ic_720s.20110414_073600_TAI.1.continuum.npy,1302766560.000019
194,-0.1219633334523413,hmi.Ic_720s.20110414_193600_TAI.1.continuum.npy,1302809760.000019
195,-0.2090633334523053,hmi.Ic_720s.20110415_073600_TAI.1.continuum.npy,1302852960.000019
196,-0.2682650000587852,hmi.Ic_720s.20110415_193600_TAI.1.continuum.npy,1302896160.000019
197,-0.311315000058779,hmi.Ic_720s.20110416_073600_TAI.1.continuum.npy,1302939360.000019
198,-0.3283033333358876,hmi.Ic_720s.20110416_193600_TAI.1.continuum.npy,1302982560.000019
199,-0.3302033333358654,hmi.Ic_720s.20110417_073600_TAI.1.continuum.npy,1303025760.000019
200,-0.327353333325639,hmi.Ic_720s.20110417_193600_TAI.1.continuum.npy,1303068960.000019
201,-0.3217533333256805,hmi.Ic_720s.20110418_073600_TAI.1.continuum.npy,1303112160.000019
202,-0.3195733333331035,hmi.Ic_720s.20110418_193600_TAI.1.continuum.npy,1303155360.000019
203,-0.3193733333331537,hmi.Ic_720s.20110419_073600_TAI.1.continuum.npy,1303198560.000019
204,-0.2800333332487496,hmi.Ic_720s.20110419_193600_TAI.1.continuum.npy,1303241760.000019
205,-0.2180333332487378,hmi.Ic_720s.20110420_073600_TAI.1.continuum.npy,1303284960.000019
206,-0.0957933332134745,hmi.Ic_720s.20110421_013600_TAI.1.continuum.npy,1303349760.000019
207,-0.0220066666903515,hmi.Ic_720s.20110421_133600_TAI.1.continuum.npy,1303392960.000019
208,-0.0393066666903289,hmi.Ic_720s.20110422_013600_TAI.1.continuum.npy,1303436160.000019
209,-0.0516266666392956,hmi.Ic_720s.20110422_133600_TAI.1.continuum.npy,1303479360.000019
210,-0.0315766666393264,hmi.Ic_720s.20110423_013600_TAI.1.continuum.npy,1303522560.000019
211,-0.0133599999914667,hmi.Ic_720s.20110423_133600_TAI.1.continuum.npy,1303565760.000019
212,-0.0070599999914565,hmi.Ic_720s.20110424_013600_TAI.1.continuum.npy,1303608960.000019
213,0.0024800000417512,hmi.Ic_720s.20110424_133600_TAI.1.continuum.npy,1303652160.000019
214,0.0330800000418007,hmi.Ic_720s.20110425_013600_TAI.1.continuum.npy,1303695360.000019
215,0.0639533333779757,hmi.Ic_720s.20110425_133600_TAI.1.continuum.npy,1303738560.000019
216,0.0966033333779653,hmi.Ic_720s.20110426_013600_TAI.1.continuum.npy,1303781760.000019
217,0.1320066667395011,hmi.Ic_720s.20110426_133600_TAI.1.continuum.npy,1303824960.000019
218,0.1853066667395367,hmi.Ic_720s.20110427_013600_TAI.1.continuum.npy,1303868160.000019
219,0.2396733334171565,hmi.Ic_720s.20110427_133600_TAI.1.continuum.npy,1303911360.000019
220,0.3009733334171167,hmi.Ic_720s.20110428_013600_TAI.1.continuum.npy,1303954560.000019
221,0.3633400000946761,hmi.Ic_720s.20110428_133600_TAI.1.continuum.npy,1303997760.000019
222,0.4441900000516471,hmi.Ic_720s.20110429_033600_TAI.1.continuum.npy,1304048159.999992
223,0.4932100000012884,hmi.Ic_720s.20110429_153600_TAI.1.continuum.npy,1304091359.999992
224,0.4949100000013164,hmi.Ic_720s.20110430_033600_TAI.1.continuum.npy,1304134559.999992
225,0.4904749999860792,hmi.Ic_720s.20110430_153600_TAI.1.continuum.npy,1304177759.999992
226,0.471724999986011,hmi.Ic_720s.20110501_033600_TAI.1.continuum.npy,1304220959.999992
227,0.4396249999528305,hmi.Ic_720s.20110501_153600_TAI.1.continuum.npy,1304264159.999992
228,0.3763749999529051,hmi.Ic_720s.20110502_033600_TAI.1.continuum.npy,1304307359.999992
229,0.323444999978577,hmi.Ic_720s.20110502_153600_TAI.1.continuum.npy,1304350559.999992
230,0.2945949999785431,hmi.Ic_720s.20110503_033600_TAI.1.continuum.npy,1304393759.999992
231,0.2719799999905714,hmi.Ic_720s.20110503_162400_TAI.1.continuum.npy,1304439840.000021
232,0.2653799999905228,hmi.Ic_720s.20110504_042400_TAI.1.continuum.npy,1304483040.000021
233,0.2580833333211441,hmi.Ic_720s.20110504_162400_TAI.1.continuum.npy,1304526240.000021
234,0.2492999999889565,hmi.Ic_720s.20110505_044800_TAI.1.continuum.npy,1304570880.000016
235,0.2386199999818939,hmi.Ic_720s.20110505_164800_TAI.1.continuum.npy,1304614080.000016
236,0.2246699999818713,hmi.Ic_720s.20110506_044800_TAI.1.continuum.npy,1304657280.000016
237,0.2205600000139091,hmi.Ic_720s.20110506_164800_TAI.1.continuum.npy,1304700480.000016
238,0.2312100000138506,hmi.Ic_720s.20110507_044800_TAI.1.continuum.npy,1304743680.000016
239,0.2405200000094421,hmi.Ic_720s.20110507_164800_TAI.1.continuum.npy,1304786880.000016
240,0.2478200000094287,hmi.Ic_720s.20110508_044800_TAI.1.continuum.npy,1304830080.000016
241,0.248659999988388,hmi.Ic_720s.20110508_164800_TAI.1.continuum.npy,1304873280.000016
242,0.2398099999884494,hmi.Ic_720s.20110509_044800_TAI.1.continuum.npy,1304916480.000016
243,0.232859999994682,hmi.Ic_720s.20110509_164800_TAI.1.continuum.npy,1304959680.000016
244,0.228759999994688,hmi.Ic_720s.20110510_044800_TAI.1.continuum.npy,1305002880.000016
245,0.2279800000055012,hmi.Ic_720s.20110510_164800_TAI.1.continuum.npy,1305046080.000016
246,0.2321800000054701,hmi.Ic_720s.20110511_044800_TAI.1.continuum.npy,1305089280.000016
247,0.23065999998682,hmi.Ic_720s.20110511_164800_TAI.1.continuum.npy,1305132480.000016
248,0.2205599999868542,hmi.Ic_720s.20110512_044800_TAI.1.continuum.npy,1305175680.000016
249,0.2064199999736877,hmi.Ic_720s.20110512_164800_TAI.1.continuum.npy,1305218880.000016
250,0.1862199999736424,hmi.Ic_720s.20110513_044800_TAI.1.continuum.npy,1305262080.000016
251,0.1635199999654844,hmi.Ic_720s.20110513_164800_TAI.1.continuum.npy,1305305280.000016
252,0.1370699999655301,hmi.Ic_720s.20110514_044800_TAI.1.continuum.npy,1305348480.000016
253,0.1129399999731014,hmi.Ic_720s.20110514_164800_TAI.1.continuum.npy,1305391680.000016
254,0.0922899999730554,hmi.Ic_720s.20110515_044800_TAI.1.continuum.npy,1305434880.000016
255,0.0747799999832749,hmi.Ic_720s.20110515_164800_TAI.1.continuum.npy,1305478080.000016
256,0.0619799999833048,hmi.Ic_720s.20110516_044800_TAI.1.continuum.npy,1305521280.000016
257,0.0951400000284358,hmi.Ic_720s.20110518_164800_TAI.1.continuum.npy,1305737280.000016
258,0.1169900000285216,hmi.Ic_720s.20110519_044800_TAI.1.continuum.npy,1305780480.000016
259,0.1250799999837075,hmi.Ic_720s.20110519_164800_TAI.1.continuum.npy,1305823680.000016
260,0.1125299999836746,hmi.Ic_720s.20110520_044800_TAI.1.continuum.npy,1305866880.000016
261,0.1038199999961497,hmi.Ic_720s.20110520_164800_TAI.1.continuum.npy,1305910080.000016
262,0.1008699999960944,hmi.Ic_720s.20110521_044800_TAI.1.continuum.npy,1305953280.000016
263,0.1098400000349485,hmi.Ic_720s.20110521_164800_TAI.1.continuum.npy,1305996480.000016
264,0.1366900000350298,hmi.Ic_720s.20110522_044800_TAI.1.continuum.npy,1306039680.000016
265,0.1615400000285482,hmi.Ic_720s.20110522_164800_TAI.1.continuum.npy,1306082880.000016
266,0.1833900000285204,hmi.Ic_720s.20110523_044800_TAI.1.continuum.npy,1306126080.000016
267,0.1970200000017154,hmi.Ic_720s.20110523_164800_TAI.1.continuum.npy,1306169280.000016
268,0.1983200000017302,hmi.Ic_720s.20110524_044800_TAI.1.continuum.npy,1306212480.000016
269,0.1926799999790916,hmi.Ic_720s.20110524_164800_TAI.1.continuum.npy,1306255680.000016
270,0.1766299999790278,hmi.Ic_720s.20110525_044800_TAI.1.continuum.npy,1306298880.000016
271,0.1691200000068402,hmi.Ic_720s.20110525_164800_TAI.1.continuum.npy,1306342080.000016
272,0.1744200000068741,hmi.Ic_720s.20110526_044800_TAI.1.continuum.npy,1306385280.000016
273,0.154451666638764,hmi.Ic_720s.20110526_184800_TAI.1.continuum.npy,1306435679.999989
274,0.1136016666387863,hmi.Ic_720s.20110527_064800_TAI.1.continuum.npy,1306478879.999989
275,0.0793816666468102,hmi.Ic_720s.20110527_184800_TAI.1.continuum.npy,1306522079.999989
276,0.0502316666468515,hmi.Ic_720s.20110528_064800_TAI.1.continuum.npy,1306565279.999989
